DEALERSHIP_ID,REGION,CUSTOMER_NO,FIRSTNAME,LASTNAME,ADDRESS,CITY,STATE,ZIP,COUNTRY,PHONE_NUMBER,GENDER,INCOME,EMAIL,AGE,CUST_DATE
11,Central,402,W C,Vickrey,139 E 58th St,Dallas,Texas,10022,United States,2127529355,M,110000,vwc@geocities.com,37,01/02/2003 00:00:00
11,Central,409,Anita,Keal,400 W 43rd St,Dallas,Texas,10036,United States,2127363040,F,45000,kanita@mailcity.com,37,01/02/2003 00:00:00
11,Central,444,W J,Kealy,90 Barrow St,Dallas,Texas,10014,United States,2122423754,M,50000,kwj@geocities.com,37,01/02/2003 00:00:00
11,Central,99999,W J,Kealy,90 Barrow St,Dallas,Texas,10014,United States,2122423754,M,50000,kwj@geocities.com,37,01/02/2003 00:00:00
11,Central,502,D M,Zolot,67 E 11th St,Dallas,Texas,10003,United States,2122606323,M,52000,zdm@mailcity.com,39,01/02/2003 00:00:00
11,Central,513,C,Telemaco,77 Ann St,Dallas,Texas,12550,United States,9145685890,M,38000,tc@xyz.org,39,01/02/2003 00:00:00
11,Central,525,Al Z,Hu,48 Rutgers St,Dallas,Texas,10002,United States,2122338458,F,31000,halz@mailcity.com,39,01/02/2003 00:00:00
11,Central,629,M,Umpierre,75 W 71st St,Dallas,Texas,10023,United States,2125951328,M,42000,,39,01/02/2003 00:00:00
11,Central,667,Elizabeth,Kearns,305 W 18th St,Dallas,Texas,10011,United States,2126270214,F,40000,kelizabeth@geocities.com,32,01/02/2003 00:00:00
11,Central,683,Sara,Weale,254 W 98th St,Dallas,Texas,10025,United States,2129329222,F,45000,,32,01/02/2003 00:00:00
11,Central,703,Omer,Kecik,245 E 54th St,Dallas,Texas,10022,United States,2128260696,M,51000,komer@hotmail.com,32,01/02/2003 00:00:00
11,Central,729,Charly L,Uman,1387 3rd Ave,Dallas,Texas,10021,United States,2127444247,M,16000,ucharlyl@hotmail.com,32,01/02/2003 00:00:00
11,Central,729,Charly L,Uman,1387 3rd Ave,Dallas,Texas,10021,United States,2127444247,M,16000,ucharlyl@hotmail.com,32,01/02/2003 00:00:00
11,Central,735,C,Vignola,245 E 21st St,Dallas,Texas,10010,United States,2125330874,M,100000,vc@geocities.com,32,01/02/2003 00:00:00
11,Central,774,Pamela,Coady,502 W 27th St,Dallas,Texas,10001,United States,2122798627,M,117000,cpamela@xyz.org,23,01/02/2003 00:00:00
11,Central,777,Gideon,Egger,11 Waverly Pl,Dallas,Texas,10003,United States,2129958819,M,74000,egideon@univ.edu,23,01/02/2003 00:00:00
11,Central,798,Max,Loeb,99 Hillside Ave,Dallas,Texas,10040,United States,2125671901,M,4000,lmax@geocities.com,23,01/02/2003 00:00:00
11,Central,827,Alan,Zoccolillo,144 W 19th St,Dallas,Texas,10011,United States,2126339973,M,2000,zalan@xyz.org,27,01/02/2003 00:00:00
11,Central,846,Krystyan,Keck,415 E 78th St,Dallas,Texas,10021,United States,2126287565,F,73000,kkrystyan@xyz.org,27,01/02/2003 00:00:00
11,Central,852,Jana,Obrien,301 E 79th St,Dallas,Texas,10021,United States,2125854155,F,14000,,45,01/02/2003 00:00:00
11,Central,915,Kasturi,Prabhu,435 E 77th St,Dallas,Texas,10021,United States,2122887369,F,8000,,45,01/02/2003 00:00:00
11,Central,1036,Louis A,Jaari,29 Wadsworth Ave,Dallas,Texas,10033,United States,2129232889,F,79000,jlouisa@mailcity.com,52,01/02/2003 00:00:00
11,Central,1052,V,Locascio,420 E 72nd St,Dallas,Texas,10021,United States,2125706618,M,89000,lv@geocities.com,52,01/02/2003 00:00:00
11,Central,1064,S,Zoberg,418 E 59th St,Dallas,Texas,10022,United States,2123194178,M,31000,zs@univ.edu,52,01/02/2003 00:00:00
11,Central,1139,G L,Irby,3825 22d Sw,Dallas,Texas,98106,United States,2069331510,F,28000,igl@hotmail.com,52,01/02/2003 00:00:00
11,Central,1181,Edward L,Pincus,7306 23d Nw,Dallas,Texas,98117,United States,2067825961,M,9000,pedwardl@univ.edu,52,01/02/2003 00:00:00
11,Central,1250,Raymond P,Golingo,1237 S Donovan St,Dallas,Texas,98108,United States,2067626249,M,21000,graymondp@xyz.org,56,01/02/2003 00:00:00
11,Central,1251,Hugh,Hastings,4309 Whitman Ave N,Dallas,Texas,98103,United States,2066322316,M,4000,hhugh@univ.edu,56,01/02/2003 00:00:00
11,Central,1310,Ben E,Brodie,907 N 201st St,Dallas,Texas,98133,United States,2065427307,M,5000,bbene@mailcity.com,56,01/02/2003 00:00:00
11,Central,1330,Ken K,Kodama,1617 Sw Trenton St,Dallas,Texas,98106,United States,2067623109,M,7000,,56,01/02/2003 00:00:00
11,Central,1334,Eric,Soma,18526 Corliss Ave N,Dallas,Texas,98133,United States,2063616271,M,42000,seric@hotmail.com,56,01/02/2003 00:00:00
11,Central,1350,Yemsrach,Emmanuel,11059 2d Ne,Dallas,Texas,98125,United States,2063640478,F,18000,eyemsrach@xyz.org,56,01/02/2003 00:00:00
11,Central,1350,Yemsrach,Emmanuel,11060 2d Ne,Dallas,Texas,98125,United States,2063640478,F,18000,eyemsrach@xyz.org,56,01/02/2003 00:00:00
11,Central,1366,Marty,Dickrell,4507 Woodland Park Ave N,Dallas,Texas,98103,United States,2065477479,M,65000,dmarty@geocities.com,61,01/02/2003 00:00:00
11,Central,1383,Lee,Pierce,2858 Nw 58th St,Dallas,Texas,98107,United States,2067893138,M,54000,plee@compuserve.com,61,01/02/2003 00:00:00
11,Central,1489,Craig,Roberts,1115 W Blaine St,Dallas,Texas,98119,United States,2062840772,M,13000,rcraig@mailcity.com,61,01/02/2003 00:00:00
11,Central,1501,Melanie,Robbins,1627 13th Ave,Dallas,Texas,98122,United States,2063258436,F,23000,rmelanie@mailcity.com,62,01/02/2003 00:00:00
11,Central,1519,Harry R,Hastings,16756 5th Ave Ne,Dallas,Texas,98155,United States,2063633271,M,24000,hharryr@geocities.com,62,01/02/2003 00:00:00
11,Central,1567,Leslie,Dickmann,5410 Ivanhoe Pl Ne,Dallas,Texas,98105,United States,2065286077,F,100000,dleslie@univ.edu,62,01/02/2003 00:00:00
11,Central,1572,Paul,Roa,16524 23d Ne,Dallas,Texas,98155,United States,2063688021,M,40000,rpaul@hotmail.com,62,01/02/2003 00:00:00
11,Central,1609,H C,King,1755 El Cerrito Pl,Dallas,Texas,90028,United States,3238459391,M,8000,khc@yahoo.com,62,01/02/2003 00:00:00
11,Central,1641,Ofer,Nur,1308 Havenhurst Dr,Dallas,Texas,90046,United States,3236545850,M,8000,nofer@hotmail.com,62,01/02/2003 00:00:00
11,Central,1657,Lim,Be,314 N Rampart Blvd,Dallas,Texas,90026,United States,2134874719,F,57000,blim@univ.edu,62,01/02/2003 00:00:00
11,Central,1759,Duong,Quach,5240 Stratford Rd,Dallas,Texas,90042,United States,3232544687,F,45000,qduong@hotmail.com,64,01/02/2003 00:00:00
11,Central,1770,Answering S,Ace,1627 Pontius Ave,Dallas,Texas,90025,United States,3104780653,F,14000,aanswerings@yahoo.com,64,01/02/2003 00:00:00
11,Central,1861,GALE,RAAB,8110 HOWEVER CIRCLE,Dallas,Texas,98105,United States,2067877555,U,56505,graab@msn.com,37,01/02/2003 00:00:00
11,Central,1905,ELIJAH,FLING,11248 RADIAN STREET,Dallas,Texas,90004,United States,3233421992,U,181527,efling@excite.com,38,01/02/2003 00:00:00
11,Central,1909,STEPHEN,RHODES,11853 SUBGRAPHS STREET,Dallas,Texas,55402,United States,6124306736,U,127764,srhodes@earthlink.net,32,01/02/2003 00:00:00
11,Central,1928,ALTON,SHEHAN,2 NUXLEY ROAD,Dallas,Texas,0,United States,0207545405,U,85316,ashehan@ureach.com,31,01/02/2003 00:00:00
11,Central,2021,BRENDAN,KIRWIN,6203 BAG LANE,Dallas,Texas,94108,United States,4155370510,U,52142,bkirwin@prodigy.com,31,01/02/2003 00:00:00
11,Central,2025,MARSHALL,ABRAMS,11539 PETITIONED AVENUE,Dallas,Texas,10009,United States,2129069032,U,120742,mabrams@earthlink.net,35,01/02/2003 00:00:00
11,Central,2036,JIMMY,COLVEN,10821 CADENCE CIRCLE,Dallas,Texas,55402,United States,6128502431,U,181470,jcolven@lycos.com,34,01/02/2003 00:00:00
11,Central,2050,HUMFREY,HOLE,4805 TERROR BOULEVARD,Dallas,Texas,55409,United States,6121906820,U,120291,hhole@mindspring.com,37,01/02/2003 00:00:00
11,Central,2068,ELIJAH,MEWS,10191 NAMERS DRIVE,Dallas,Texas,75204,United States,2148630140,U,139901,emews@yahoo.com,34,01/02/2003 00:00:00
11,Central,2093,OSGOOD,NEWMAN,8759 GLOVING BOULEVARD,Dallas,Texas,55401,United States,6128174328,U,126838,onewman@prodigy.com,30,01/02/2003 00:00:00
11,Central,2132,KNUTE,ROBBINS,11126 STERILIZED STREET,Dallas,Texas,55403,United States,6126654894,U,91272,krobbins@yahoo.com,37,01/02/2003 00:00:00
11,Central,2175,MACKLIN,LATTIMER,1213 BETTE CIRCLE,Dallas,Texas,,United States,5623012410,U,155526,mlattimer@lycos.com,30,01/02/2003 00:00:00
11,Central,2184,REAGAN,FAULK,2502 MONTANA BOULEVARD,Dallas,Texas,10013,United States,2124512846,U,83129,rfaulk@msn.com,38,01/02/2003 00:00:00
11,Central,2305,ROBIN,RICKETTS,270-294 HIGH ROAD,Dallas,Texas,0,United States,0203931830,U,82637,rricketts@ureach.com,32,01/02/2003 00:00:00
11,Central,2353,THURSTON,QUINLAN,4136 INDESTRUCTIBLE STREET,Dallas,Texas,2111,United States,6179020793,U,69567,tquinlan@lycos.com,31,01/02/2003 00:00:00
11,Central,2365,REUBEN,CHERRY,4284 PARLIAMENTARY STREET,Dallas,Texas,2112,United States,6175226387,U,188284,rcherry@hotmail.com,37,01/02/2003 00:00:00
11,Central,2444,NED,DOWD,26 HIGH STREET,Dallas,Texas,0,United States,0205773571,U,73832,ndowd@msn.com,38,01/02/2003 00:00:00
11,Central,2446,MARIO,MARVIL,GREGOR-MENDEL-STRASSE 9,Dallas,Texas,28199,United States,4211021326,U,183962,mmarvil@ureach.com,34,01/02/2003 00:00:00
11,Central,2512,STILLAM,KUHLER,8980 MEANNESS CIRCLE,Dallas,Texas,2110,United States,6172225723,U,144360,skuhler@hotmail.com,38,01/02/2003 00:00:00
11,Central,2540,PERRY,DAMATO,11948 ADMONISH STREET,Dallas,Texas,0,United States,4504331570,U,118418,pdamato@ureach.com,35,01/02/2003 00:00:00
11,Central,2563,EGBERT,TUCKER,6986 TWEED CIRCLE,Dallas,Texas,10007,United States,2128465518,U,83987,etucker@aol.com,30,01/02/2003 00:00:00
11,Central,2573,PERRIN,RAMSEY,1768 INVERSION LANE,Dallas,Texas,55403,United States,6127128354,U,144949,pramsey@aol.com,37,01/02/2003 00:00:00
11,Central,2699,WILSON,STANLEYSTAL,11270 FIXED STREET,Dallas,Texas,55406,United States,6121072821,U,85806,wstanleystalin@ureach.com,39,01/02/2003 00:00:00
11,Central,2701,ISRAEL,LAUERS,9098 SIGNED AVENUE,Dallas,Texas,0,United States,4505613035,U,101969,ilauers@yahoo.com,34,01/02/2003 00:00:00
11,Central,2721,CLAVIN,GRAILING,3323 PAGING LANE,Dallas,Texas,0,United States,4508664699,U,134655,cgrailing@aol.com,39,01/02/2003 00:00:00
11,Central,2734,ISAAC,MINNEVER,6837 ROPES STREET,Dallas,Texas,98103,United States,2064029111,U,51683,iminnever@ureach.com,31,01/02/2003 00:00:00
11,Central,2794,GERALD,CARTWRIGHT,618 FLED STREET,Dallas,Texas,90001,United States,3231751271,U,140543,gcartwright@earthlink.net,31,01/02/2003 00:00:00
11,Central,2831,MARC,EUBANK,11884 BUOYANT TURNPIKE,Dallas,Texas,0,United States,6043264965,U,130487,meubank@mindspring.com,37,01/02/2003 00:00:00
11,Central,2890,OAKLEY,PILCHER,9693 LARES STREET,Dallas,Texas,90002,United States,3233321987,U,143937,opilcher@mindspring.com,33,01/02/2003 00:00:00
11,Central,2942,ALGERNON,MANSFIELD,2028 SUBGRAPHS DRIVE,Dallas,Texas,19107,United States,2159783124,U,70366,amansfield@prodigy.com,32,01/02/2003 00:00:00
11,Central,2955,BRENDAN,MARTIN,11884 BUOYANT TURNPIKE,Dallas,Texas,0,United States,6049695121,U,66178,bmartin@ureach.com,39,01/02/2003 00:00:00
11,Central,2962,JARVIS,RAMBO,7232 DEMOLITION DRIVE,Dallas,Texas,60607,United States,3124432005,U,189221,jrambo@usa.net,33,01/02/2003 00:00:00
11,Central,2979,QUENTIN,VUE,596 BRAGGER STREET,Dallas,Texas,55405,United States,6122866273,U,60812,qvue@prodigy.com,38,01/02/2003 00:00:00
11,Central,2983,PRICE,ROSENBLUM,8110 HOWEVER CIRCLE,Dallas,Texas,98105,United States,2061146237,U,57062,prosenblum@aol.com,32,01/02/2003 00:00:00
11,Central,3007,EDSEL,DALLY,2792 BLOSSOMS DRIVE,Dallas,Texas,94108,United States,4157762804,U,145260,edally@hotmail.com,37,01/02/2003 00:00:00
11,Central,3074,CAREY,HILL,4805 TERROR BOULEVARD,Dallas,Texas,55409,United States,6125525945,U,159099,chill@msn.com,35,01/02/2003 00:00:00
11,Central,3080,JULIUS,FORSTER,10762 WRITERS STREET,Dallas,Texas,10010,United States,2128178711,U,119216,jforster@prodigy.com,39,01/02/2003 00:00:00
11,Central,3097,TERRILL,DUKE,6397 REINSTATEMENT STREET,Dallas,Texas,98110,United States,2069093163,U,165571,tduke@usa.net,38,01/02/2003 00:00:00
11,Central,3143,CULVER,MALLONEY,9504 SOYA LANE,Dallas,Texas,19102,United States,2158089868,U,55030,cmalloney@ureach.com,36,01/02/2003 00:00:00
11,Central,3211,GORDON,EMIT,8110 HOWEVER CIRCLE,Dallas,Texas,98105,United States,2066237039,U,132811,gemit@prodigy.com,37,01/02/2003 00:00:00
11,Central,3240,ELLIS,HAOLE,2114 LOITERS TURNPIKE,Dallas,Texas,90001,United States,3231554169,U,95125,ehaole@lycos.com,35,01/02/2003 00:00:00
11,Central,3241,WINFRID,SCHMIT,26 HIGH STREET,Dallas,Texas,0,United States,0202079202,U,86905,wschmit@usa.net,35,01/02/2003 00:00:00
11,Central,3302,SIEGFRIED,RAFFERTY,7988 SHYLOCK AVENUE,Dallas,Texas,90004,United States,3233939013,U,59919,srafferty@ureach.com,38,01/02/2003 00:00:00
11,Central,3425,MANVIL,QUINN,11126 STERILIZED STREET,Dallas,Texas,55403,United States,6126931988,U,108308,mquinn@usa.net,36,01/02/2003 00:00:00
11,Central,3439,ALPHONSO,NUTTER,576 ANALYSTS STREET,Dallas,Texas,60605,United States,3127820554,U,119317,anutter@netzero.net,36,01/02/2003 00:00:00
11,Central,3458,ROGER,YATES,2642 PRICELESS LANE,Dallas,Texas,90001,United States,3238532138,U,175891,ryates@yahoo.com,37,01/02/2003 00:00:00
11,Central,3483,KEANE,UTTERBACK,4136 INDESTRUCTIBLE STREET,Dallas,Texas,2111,United States,6175056929,U,112036,kutterback@netzero.net,35,01/02/2003 00:00:00
11,Central,3489,FRANK,FINCH,GRAHAME PARK WAY,Dallas,Texas,0,United States,0205387400,U,190091,ffinch@hotmail.com,34,01/02/2003 00:00:00
11,Central,3532,WYATT,POSTHUMUS,407 PIGMENT LANE,Dallas,Texas,,United States,5629314871,U,63037,wposthumus@msn.com,33,01/02/2003 00:00:00
11,Central,3654,CALBERT,WHITEHEAD,1161 INVERSION TURNPIKE,Dallas,Texas,2110,United States,6174057715,U,74367,cwhitehead@ureach.com,35,01/02/2003 00:00:00
11,Central,3664,GLEN,SCHENK,1362 INTERLACED TURNPIKE,Dallas,Texas,60609,United States,3126875539,U,167342,gschenk@netzero.net,34,01/02/2003 00:00:00
11,Central,3687,ROBIN,SPENCER,AMSELWEG 13,Dallas,Texas,14469,United States,3316268280,U,54813,rspencer@netzero.net,32,01/02/2003 00:00:00
11,Central,3715,TEDMAN,PRUITT,5018 LOVED STREET,Dallas,Texas,98110,United States,2064053813,U,46578,tpruitt@netzero.net,35,01/02/2003 00:00:00
11,Central,3733,ERIC,WOOD,3063 COLLOQUIUM STREET,Dallas,Texas,19106,United States,2154941055,U,174300,ewood@excite.com,38,01/02/2003 00:00:00
11,Central,3773,VIRGIL,BARNES,72-74 EARLS COURT ROAD,Dallas,Texas,0,United States,0208789281,U,93914,vbarnes@prodigy.com,37,01/02/2003 00:00:00
11,Central,3778,WILL,SHELDON,8410 INTERNALIZES STREET,Dallas,Texas,98111,United States,2068192048,U,64117,wsheldon@msn.com,39,01/02/2003 00:00:00
11,Central,3841,IRWIN,GEIYER,4917 REFERENCER DRIVE,Dallas,Texas,98111,United States,2068042169,U,156352,igeiyer@prodigy.com,36,01/02/2003 00:00:00
11,Central,3865,SEAVER,LARROCK,8336 ARROYOS STREET,Dallas,Texas,94109,United States,4155319418,U,152119,slarrock@prodigy.com,35,01/02/2003 00:00:00
11,Central,3969,ASHLEY,ROHRBACK,10196 TRAVEL STREET,Dallas,Texas,0,United States,6042660537,U,57118,arohrback@msn.com,33,01/02/2003 00:00:00
11,Central,4018,RALEIGH,SIZEMORE,10191 NAMERS DRIVE,Dallas,Texas,75204,United States,2148381737,U,157134,rsizemore@excite.com,30,01/02/2003 00:00:00
11,Central,4120,VALDIS,JESSUP,11855 SPRUCED STREET,Dallas,Texas,98104,United States,2065679098,U,123158,vjessup@msn.com,35,01/02/2003 00:00:00
11,Central,4186,OSRIC,NEWKIRK,9610 EDUCATES STREET,Dallas,Texas,90003,United States,3232429056,U,60813,onewkirk@earthlink.net,36,01/02/2003 00:00:00
11,Central,4223,WAYLAND,KLESSER,5675 GRANDMOTHERS DRIVE,Dallas,Texas,98102,United States,2067855748,U,144166,wklesser@aol.com,33,01/02/2003 00:00:00
11,Central,4264,SHERWOOD,HATCHER,1843 DEVOUT TURNPIKE,Dallas,Texas,10011,United States,2123727882,U,65402,shatcher@ureach.com,36,01/02/2003 00:00:00
11,Central,4289,BELINDA,SNYDER,7250 DISPOSITION BOULEVARD,Dallas,Texas,75204,United States,2144763430,U,162447,bsnyder@earthlink.net,31,01/02/2003 00:00:00
11,Central,4332,MARIE,DAVENPORT,MANCHESTER ROAD,Dallas,Texas,0,United States,0207500111,U,176065,mdavenport@earthlink.net,34,01/02/2003 00:00:00
11,Central,4361,ESSIE,HAARPER,7492 PROTON CIRCLE,Dallas,Texas,0,United States,4165668130,U,168242,ehaarper@prodigy.com,30,01/02/2003 00:00:00
11,Central,4521,PANSY,SEVEN,5740 HERRINGTON AVENUE,Dallas,Texas,94108,United States,4156492430,U,153069,pseven@lycos.com,38,01/02/2003 00:00:00
11,Central,4686,ELDORA,FLING,3036 EUPHRATES STREET,Dallas,Texas,98110,United States,2061975250,U,126934,efling@excite.com,39,01/02/2003 00:00:00
11,Central,4700,GEORGETTE,ZIMMERMAN,8565 ENTITLED STREET,Dallas,Texas,60602,United States,3126747123,U,141905,gzimmerman@aol.com,33,01/02/2003 00:00:00
11,Central,4753,ANNETTE,RAIMEY,1565 BESIDE STREET,Dallas,Texas,19092,United States,2157822120,U,66000,araimey@hotmail.com,34,01/02/2003 00:00:00
11,Central,4781,ARDATH,THOMPSON,4244 MEWED STREET,Dallas,Texas,55408,United States,6122901314,U,113722,athompson@aol.com,36,01/02/2003 00:00:00
11,Central,4787,GWYN,FORSTER,10569 CHALMERS STREET,Dallas,Texas,98101,United States,2062939077,U,108662,gforster@ureach.com,31,01/02/2003 00:00:00
11,Central,4798,KIMBERLY,MASON,7577 PLURALITY TURNPIKE,Dallas,Texas,55410,United States,6126745794,U,141368,kmason@ureach.com,31,01/02/2003 00:00:00
11,Central,4920,BEATRICE,CARR,8384 SUBWAY DRIVE,Dallas,Texas,2111,United States,6178644660,U,147812,bcarr@yahoo.com,36,01/02/2003 00:00:00
11,Central,4939,LEONIE,CARSON,10583 PLACEBO CIRCLE,Dallas,Texas,90003,United States,3239243552,U,131955,lcarson@netzero.net,32,01/02/2003 00:00:00
11,Central,4956,ALVINA,KONUR,8565 ENTITLED STREET,Dallas,Texas,60602,United States,3122853202,U,152067,akonur@yahoo.com,36,01/02/2003 00:00:00
11,Central,4957,NOLA,ROBBINS,BLACKBURN HOUSE,Dallas,Texas,0,United States,0208970092,U,69664,nrobbins@usa.net,32,01/02/2003 00:00:00
11,Central,4977,NATHALIE,DUVAL,1475 MILLIONTH CIRCLE,Dallas,Texas,55407,United States,6125858372,U,41594,nduval@prodigy.com,37,01/02/2003 00:00:00
11,Central,5034,MADELINE,MANSON,9460 WHEELERS BOULEVARD,Dallas,Texas,19092,United States,2154055068,U,110123,mmanson@earthlink.net,39,01/02/2003 00:00:00
11,Central,5070,FERN,ROBERTS,226 SHEPHERDS BUSH ROAD,Dallas,Texas,0,United States,0209844605,U,53745,froberts@earthlink.net,30,01/02/2003 00:00:00
11,Central,5085,KARIN,EARLY,859 ENFORCES STREET,Dallas,Texas,90003,United States,3232713196,U,83748,kearly@mindspring.com,36,01/02/2003 00:00:00
11,Central,5091,TERRY,NEWMAN,CHALKHILL ESTATE,Dallas,Texas,0,United States,0203001605,U,44045,tnewman@hotmail.com,33,01/02/2003 00:00:00
11,Central,5100,LISETTE,LAKE,6987 MASS BOULEVARD,Dallas,Texas,0,United States,4504861677,U,176949,llake@msn.com,31,01/02/2003 00:00:00
11,Central,5167,CAROLYN,RAND,1839 ROUNDED STREET,Dallas,Texas,0,United States,4505350914,U,83246,crand@yahoo.com,38,01/02/2003 00:00:00
11,Central,5233,KARIN,COOK,7803 INFORMALLY STREET,Dallas,Texas,2109,United States,6176297899,U,174337,kcook@ureach.com,34,01/02/2003 00:00:00
11,Central,5256,MILLICENT,ODDELL,2971 DELAWARE STREET,Dallas,Texas,98112,United States,2063174898,U,67157,moddell@aol.com,31,01/02/2003 00:00:00
11,Central,5300,SOLANA,HURST,4582 DEFECTIVE STREET,Dallas,Texas,19106,United States,2151863161,U,177397,shurst@msn.com,37,01/02/2003 00:00:00
11,Central,5341,LISA,LAYCOCK,903 CALORIC STREET,Dallas,Texas,94107,United States,4155421193,U,167983,llaycock@ureach.com,36,01/02/2003 00:00:00
11,Central,5350,AGATHA,ADAMSKI,2955 OUCH STREET,Dallas,Texas,60611,United States,3123602289,U,151327,aadamski @prodigy.com,36,01/02/2003 00:00:00
11,Central,5406,FREDERICKA,JESSUP,970 DIATRIBE CIRCLE,Dallas,Texas,98104,United States,2064999808,U,84674,fjessup@yahoo.com,34,01/02/2003 00:00:00
11,Central,5517,IMOGEN,KIRK,8544 EFFECTIVELY STREET,Dallas,Texas,75201,United States,2144417133,U,171669,ikirk@yahoo.com,36,01/02/2003 00:00:00
11,Central,5568,BONNIE,PARKINSON,1839 ROUNDED STREET,Dallas,Texas,0,United States,4507375640,U,126049,bparkinson@mindspring.com,31,01/02/2003 00:00:00
11,Central,5571,MARILYNN,MELLOT,5995 CREASES CIRCLE,Dallas,Texas,55405,United States,6121360791,U,87110,mmellot@earthlink.net,39,01/02/2003 00:00:00
11,Central,5573,MERLE,FISCHER,26 ROSSLYN HILL,Dallas,Texas,0,United States,0201407548,U,44379,mfischer@prodigy.com,32,01/02/2003 00:00:00
11,Central,5711,LINETTE,SEIMORE,7250 DISPOSITION BOULEVARD,Dallas,Texas,75204,United States,2142047161,U,87801,lseimore@aol.com,38,01/02/2003 00:00:00
11,Central,5719,KAULA,ISAACS,2 TOLPUDDLE STREET,Dallas,Texas,0,United States,0202124613,U,154998,kisaacs@prodigy.com,37,01/02/2003 00:00:00
11,Central,5730,MIDGE,EVERLEY,SEIDLSTRASSE 25,Dallas,Texas,28199,United States,4213078322,U,178466,meverley@excite.com,38,01/02/2003 00:00:00
11,Central,5754,DOREA,LIBBY,10556 KILOWORD STREET,Dallas,Texas,19093,United States,2152660613,U,175415,dlibby@excite.com,32,01/02/2003 00:00:00
11,Central,5756,MAGDA,RIDGEWAY,9495 PHONING STREET,Dallas,Texas,19102,United States,2158240135,U,112726,mridgeway@prodigy.com,39,01/02/2003 00:00:00
11,Central,5757,TOBEY,DELDERFIELD,116 AMERSHAM VALE,Dallas,Texas,0,United States,0208126987,U,133587,tdelderfield@hotmail.com,38,01/02/2003 00:00:00
11,Central,5807,LEA,ROBINSON,5995 CREASES CIRCLE,Dallas,Texas,55405,United States,6127842849,U,105902,lrobinson@msn.com,32,01/02/2003 00:00:00
11,Central,5820,EDEN,ALLIS,561 RAINHAM ROAD SOUTH,Dallas,Texas,0,United States,0203319615,U,178867,eallis@msn.com,32,01/02/2003 00:00:00
11,Central,6051,MERLE,RITCH,2640 SIERRA STREET,Dallas,Texas,10011,United States,2128087379,U,111539,mritch@lycos.com,35,01/02/2003 00:00:00
11,Central,6086,ATLANTA,MICHAELS,4068 ASYNCHRONOUS STREET,Dallas,Texas,10010,United States,2121587792,U,84272,amichaels@ureach.com,30,01/02/2003 00:00:00
